coingecko_id,name,symbol,market_cap_rank,asset_platform,token_type,homepage,categories,supply_circulating,supply_total,supply_max
jupiter-exchange-solana,Jupiter,JUP,86,solana,solana,https://jup.ag/,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Solana Ecosystem, GMCI DeFi Index, Dex Aggregator, GMCI Index, Made in USA",3058272222.2,6999203353.967183,10000000000.0
usdtb,USDtb,USDTB,87,ethereum,ethereum,https://usdtb.money/,"Stablecoins, USD Stablecoin, Ethereum Ecosystem, Fiat-backed Stablecoin",1458467561.07489,1458467561.07489,
mantle-staked-ether,Mantle Staked Ether,METH,88,ethereum,ethereum,https://www.mantle.xyz/meth,"Liquid Staking Tokens, Ethereum Ecosystem, Mantle Ecosystem, Liquid Staked ETH, Liquid Staking",300689.6224718431,300689.6224718431,
xdce-crowd-sale,XDC Network,XDC,90,,native,https://xinfin.org,"Smart Contract Platform, Layer 1 (L1), Real World Assets (RWA)",16232776453.3,38012959105.2,
injective-protocol,Injective,INJ,89,ethereum,ethereum,https://injective.com,"Smart Contract Platform, Decentralized Finance (DeFi), BNB Chain Ecosystem, Cosmos Ecosystem, Layer 1 (L1), Ethereum Ecosystem, Real World Assets (RWA), Binance Launchpad, Osmosis Ecosystem, Proof of Stake (PoS), Pantera Capital Portfolio, Secret Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, GMCI Layer 1 Index, GMCI Index, Made in USA, Coinbase 50 Index",97727220.33,100000000.0,
hash-2,Provenance Blockchain,HASH,96,,native,https://www.provenance.io/,"Smart Contract Platform, Layer 1 (L1), Real World Assets (RWA), Proof of Stake (PoS), Provenance Ecosystem",48073319659.0,100000000000.0,100000000000.0
spx6900,SPX6900,SPX,91,ethereum,ethereum,https://www.spx6900.com,"Solana Ecosystem, Meme, Ethereum Ecosystem, Base Ecosystem, Bridged-Tokens, Murad Picks, Stock market-themed, 4chan-Themed",930993086.0063922,930993086.0063922,1000000000.0
nexo,NEXO,NEXO,93,ethereum,ethereum,https://nexo.com/,"Polygon Ecosystem, Fantom Ecosystem, Ethereum Ecosystem, Alleged SEC Securities, Energi Ecosystem, Sora Ecosystem",1000000000.0,1000000000.0,1000000000.0
kinetic-staked-hype,Kinetiq Staked HYPE,KHYPE,92,hyperevm,hyperevm,https://kinetiq.xyz/,"Liquid Staking Tokens, Liquid Staking, HyperEVM Ecosystem",28964722.27672384,28964722.27672384,
falcon-finance,Falcon USD,USDF,94,ethereum,ethereum,https://falcon.finance/,"Stablecoins, USD Stablecoin, BNB Chain Ecosystem, Crypto-backed Stablecoin, Synthetic Dollar",1346952745.176471,1346952745.176471,
celestia,Celestia,TIA,95,,native,https://celestia.org/,"Smart Contract Platform, Cosmos Ecosystem, Layer 1 (L1), Data Availability, Modular Blockchain, Osmosis Ecosystem, eGirl Capital Portfolio, Coinbase Ventures Portfolio, Proof of Stake (PoS), Secret Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Delphi Ventures Portfolio, Galaxy Digital Portfolio, Blockchain Capital Portfolio, OKX Ventures Portfolio, Polychain Capital Portfolio",747492434.632754,1140764779.9448,
renzo-restaked-eth,Renzo Restaked ETH,EZETH,97,ethereum,ethereum,https://www.renzoprotocol.com/,"BNB Chain Ecosystem, Arbitrum Ecosystem, Liquid Staking Tokens, Linea Ecosystem, Base Ecosystem, Restaking, Liquid Restaking Tokens, Blast Ecosystem, Mode Ecosystem, Fraxtal Ecosystem, Liquid Staking, Unichain Ecosystem",285279.231571167,285279.231571167,
polygon-bridged-usdt-polygon,Polygon Bridged USDT (Polygon),USDT,98,polygon-pos,polygon-pos,https://portal.polygon.technology/assets,"Polygon Ecosystem, Bridged USDT, Bridged-Tokens, Bridged Stablecoin",1305648675.191671,1305648675.191671,
first-digital-usd,First Digital USD,FDUSD,99,ethereum,ethereum,https://firstdigitallabs.com/,"Stablecoins, USD Stablecoin, BNB Chain Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Sui Ecosystem, TON Ecosystem, Fiat-backed Stablecoin",1288929223.227325,1288929223.227325,
blockstack,Stacks,STX,101,,native,http://stacks.co/,"Infrastructure, Smart Contract Platform, Layer 2 (L2), Bitcoin Sidechains, Stacks Ecosystem, SideChain, GMCI Layer 2 Index, GMCI 30 Index, Blockchain Capital Portfolio, GMCI Index, Made in USA, Coinbase 50 Index",1792157967.64545,1792157967.64545,
optimism,Optimism,OP,100,optimistic-ethereum,optimistic-ethereum,https://www.optimism.io,"Smart Contract Platform, Optimism Ecosystem, Layer 2 (L2), Paradigm Portfolio, Rollup, Andreessen Horowitz (a16z) Portfolio, GMCI Layer 2 Index, GMCI Index, Optimism Superchain Ecosystem, Made in USA",1752186819.0,4294967296.0,4294967296.0
tether-gold,Tether Gold,XAUT,102,ethereum,ethereum,https://gold.tether.to/,"Stablecoins, Tokenized Assets, Tokenized Gold, Ethereum Ecosystem, Real World Assets (RWA), Tokenized Commodities",375572.247,375572.247,
lido-dao,Lido DAO,LDO,103,ethereum,ethereum,https://stake.lido.fi/,"Infrastructure, Decentralized Finance (DeFi), Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Liquid Staking Governance Tokens, eGirl Capital Portfolio, Paradigm Portfolio, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Index Coop Defi Index, Alameda Research Portfolio, DragonFly Capital Portfolio, Andreessen Horowitz (a16z) Portfolio, GMCI DeFi Index, Delphi Ventures Portfolio, Liquid Staking, GMCI Index, Coinbase 50 Index",895740386.192153,1000000000.0,1000000000.0
pump-fun,Pump.fun,PUMP,105,solana,solana,https://pump.fun/board,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Solana Ecosystem, Launchpad, Meme",354000000000.0,999989428973.2913,1000000000000.0
solv-btc,Solv Protocol BTC,SOLVBTC,104,ethereum,ethereum,https://app.solv.finance/solvbtc,"Crypto-Backed Tokens, BNB Chain Ecosystem, Solana Ecosystem, Avalanche Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, ZkSync Ecosystem, Mantle Ecosystem, Base Ecosystem, Berachain Ecosystem, Merlin Chain Ecosystem, Mode Ecosystem, Rootstock Ecosystem, Sonic Ecosystem, Sei Network Ecosystem, Ink Ecosystem, Soneium Ecosystem, HyperEVM Ecosystem, Corn Ecosystem",10260.24113398272,10260.24113398272,21000000.0
paypal-usd,PayPal USD,PYUSD,107,ethereum,ethereum,https://www.paypal.com/us/digital-wallet/manage-money/crypto/pyusd,"Stablecoins, USD Stablecoin, Solana Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Fiat-backed Stablecoin, Made in USA",1198088237.334407,1198088237.334407,
curve-dao-token,Curve DAO,CRV,106,ethereum,ethereum,https://curve.finance,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), Polygon Ecosystem, Fantom Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem, Curve Ecosystem, DWF Labs Portfolio, Stablecoin Protocol, Energi Ecosystem, Sora Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, GMCI DeFi Index, GMCI Index, Coinbase 50 Index",1387091224.0,2295119117.109307,3030303031.0
aerodrome-finance,Aerodrome Finance,AERO,108,base,base,https://aerodrome.finance/,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Automated Market Maker (AMM), Base Ecosystem, Binance Alpha Spotlight, Made in USA",880691284.1556983,1718878790.760254,
wbnb,Wrapped BNB,WBNB,110,binance-smart-chain,binance-smart-chain,https://www.binance.org/,"Crypto-Backed Tokens, BNB Chain Ecosystem, Wrapped-Tokens",1347164.97685545,1347164.97685545,
jupiter-staked-sol,Jupiter Staked SOL,JUPSOL,109,solana,solana,,"Solana Ecosystem, Liquid Staking Tokens, Liquid Staked SOL, Liquid Staking",5285421.529748827,5285421.529748827,
immutable-x,Immutable,IMX,111,ethereum,ethereum,https://imx.community/,"Smart Contract Platform, Gaming (GameFi), NFT, Play To Earn, Ethereum Ecosystem, Layer 2 (L2), Zero Knowledge (ZK), Animoca Brands Portfolio, Immutable zkEVM Ecosystem, Coinbase Ventures Portfolio, Rollup, Gaming Blockchains, GMCI 30 Index, GMCI Index, Gaming Marketplace, Coinbase 50 Index",1915420869.3898141,2000000000.0,2000000000.0
saros-finance,Saros,SAROS,112,solana,solana,https://www.saros.xyz/,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Solana Ecosystem, Viction Ecosystem",2624999826.0,10000000000.0,10000000000.0
floki,FLOKI,FLOKI,113,ethereum,ethereum,https://www.floki.com/,"Gaming (GameFi), NFT, BNB Chain Ecosystem, Metaverse, Meme, Play To Earn, Ethereum Ecosystem, Telegram Apps, Dog-Themed, DWF Labs Portfolio, RPG, On-chain Gaming, TokenFi Launchpad, GMCI Meme Index, GMCI Index",9661251046838.0,10000000000000.0,10000000000000.0
binance-bridged-usdc-bnb-smart-chain,Binance Bridged USDC (BNB Smart Chain),USDC,114,binance-smart-chain,binance-smart-chain,https://bscscan.com/token/0x8ac76a51cc950d9822d68b83fe1ad97b32cd580d,"BNB Chain Ecosystem, Bridged USDC, Bridged-Tokens, Bridged Stablecoin",998999979.839804,998999979.839804,
syrupusdc,SyrupUSDC,SYRUPUSDC,115,ethereum,ethereum,https://maple.finance/,"Decentralized Finance (DeFi), Lending/Borrowing Protocols, Solana Ecosystem, Ethereum Ecosystem, Yield-Bearing Stablecoin",887663592.422577,887663592.422577,
super-oeth,Super OETH,SUPEROETH,116,base,base,https://www.originprotocol.com/super-oeth,"Decentralized Finance (DeFi), Liquid Staking Tokens, Base Ecosystem, Liquid Staked ETH, Liquid Staking, Plume Network Ecosystem",223271.4330027963,223271.4330027963,
the-graph,The Graph,GRT,117,ethereum,ethereum,https://thegraph.com/,"Artificial Intelligence (AI), Business Services, Infrastructure, Smart Contract Platform, Analytics, Avalanche Ecosystem, Polygon Ecosystem, Near Protocol Ecosystem, Harmony Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, DePIN, Coinbase Ventures Portfolio, Multicoin Capital Portfolio, Proof of Stake (PoS), Energi Ecosystem, Sora Ecosystem, Made in USA, Coinbase 50 Index",10428201528.19871,10800262816.04821,10800262823.318213
sonic-3,Sonic,S,118,,native,https://soniclabs.com,"Smart Contract Platform, Layer 1 (L1), Galaxy Digital Portfolio, Sonic Ecosystem",3222625000.0,3222625000.0,
arbitrum-bridged-wbtc-arbitrum-one,Arbitrum Bridged WBTC (Arbitrum One),WBTC,119,arbitrum-one,arbitrum-one,https://arbitrum.io/,"Arbitrum Ecosystem, Bridged WBTC, Bridged-Tokens",8205.91036634,8205.91036634,
pax-gold,PAX Gold,PAXG,122,ethereum,ethereum,https://www.paxos.com/paxgold/,"Stablecoins, Tokenized Assets, Tokenized Gold, Ethereum Ecosystem, Real World Assets (RWA), Tokenized Commodities",284182.589,284182.589,
fartcoin,Fartcoin,FARTCOIN,120,solana,solana,https://www.infinitebackrooms.com/dreams/conversation-1721540624-scenario-terminal-of-truths-txt,"Solana Ecosystem, Meme, Solana Meme, AI Meme, Pump.fun Ecosystem, Terminal of Truths, Binance Alpha Spotlight",999983159.939852,999983159.939852,1000000000.0
raydium,Raydium,RAY,121,solana,solana,https://raydium.io/,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), Solana Ecosystem, Launchpad, GMCI DeFi Index, GMCI Index",268082943.027629,555000000.0,555000000.0
pancakeswap-token,PancakeSwap,CAKE,123,binance-smart-chain,binance-smart-chain,https://pancakeswap.finance/affiliates-program,"Decentralized Exchange (DEX), Exchange-based Tokens, Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Solana Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Aptos Ecosystem, ZkSync Ecosystem, Linea Ecosystem, Base Ecosystem, Polygon zkEVM Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, opBNB Ecosystem, GMCI DeFi Index, GMCI Index",344528571.7323758,363572100.3024857,450000000.0
clbtc,clBTC,CLBTC,124,base,base,https://www.cygnus.finance/,"Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem",7723.217000000001,7723.217000000001,
conflux-token,Conflux,CFX,125,,native,https://confluxnetwork.org/,"Smart Contract Platform, DWF Labs Portfolio, Proof of Work (PoW), GMCI Layer 1 Index, Sequoia Capital Portfolio, GMCI Index, Made in China",5126582189.076659,5699534075.399196,
tezos,Tezos,XTZ,128,,native,https://www.tezos.com/,"Smart Contract Platform, Layer 1 (L1), Tezos Ecosystem, Proof of Stake (PoS), GMCI Layer 1 Index, GMCI Index, Polychain Capital Portfolio, Made in USA, Coinbase 50 Index",1054924283.73655,1074989067.11515,
kaia,Kaia,KAIA,127,,native,https://kaia.io/,"Smart Contract Platform, Layer 1 (L1)",5856641747.106198,5856641936.044253,
pendle,Pendle,PENDLE,126,ethereum,ethereum,https://pendle.finance/,"Decentralized Exchange (DEX), Decentralized Finance (DeFi), Yield Farming, Automated Market Maker (AMM), BNB Chain Ecosystem, Derivatives, Lending/Borrowing Protocols, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Fixed Interest, LSDFi, Base Ecosystem, Restaking, LRTfi, Liquid Restaking Governance Tokens, Berachain Ecosystem, Yield Tokenization Protocol, YZi Labs (Prev. Binance Labs) Portfolio, GMCI DeFi Index, Sonic Ecosystem, Liquid Staking, GMCI Index, BTCfi Protocol, HyperEVM Ecosystem",167386357.3956912,281527448.4585314,281527448.4585314
dogwifcoin,dogwifhat,WIF,129,solana,solana,https://dogwifcoin.org,"Solana Ecosystem, Meme, Dog-Themed, Solana Meme, GMCI Meme Index, GMCI Index",998926392.0,998926392.0,998926392.0
l2-standard-bridged-weth-base,L2 Standard Bridged WETH (Base),WETH,130,base,base,https://www.base.org/,"Base Ecosystem, Bridged WETH, Bridged-Tokens",198655.7447616782,198655.7447616782,
msol,Marinade Staked SOL,MSOL,131,solana,solana,https://marinade.finance/,"Decentralized Finance (DeFi), Solana Ecosystem, Liquid Staking Tokens, Liquid Staked SOL, Liquid Staking",3535676.0,3535676.0,3535676.0
ethereum-name-service,Ethereum Name Service,ENS,132,ethereum,ethereum,https://ens.domains/,"NFT, Ethereum Ecosystem, Decentralized Identifier (DID), Name Service",33165585.054507963,100000000.0,100000000.0
cgeth-hashkey-cloud,cgETH Hashkey Cloud,CGETH.HASHKEY,133,base,base,https://www.cygnus.finance/,"Decentralized Finance (DeFi), Arbitrum Ecosystem, Liquid Staking Tokens, Ethereum Ecosystem, Optimism Ecosystem, Base Ecosystem",199929.02,199929.02,
theta-token,Theta Network,THETA,134,,native,https://www.thetatoken.org/,"Artificial Intelligence (AI), Smart Contract Platform, Layer 1 (L1), DePIN, Theta Ecosystem, Blockchain Capital Portfolio, Made in USA",1000000000.0,1000000000.0,1000000000.0
vaulta,Vaulta,A,135,,native,https://www.vaulta.com,"Layer 1 (L1), World Liberty Financial Portfolio",1584706094.4044,2100000000.0,2100000000.0
iota,IOTA,IOTA,136,,native,http://iota.org/,"Infrastructure, Smart Contract Platform, Decentralized Finance (DeFi), Layer 1 (L1), DePIN, DWF Labs Portfolio, Proof of Stake (PoS), IOTA EVM Ecosystem, Outlier Ventures Portfolio, Directed Acyclic Graph (DAG)",3959186225.0,4678998472.0,
jasmycoin,JasmyCoin,JASMY,137,ethereum,ethereum,https://www.jasmy.co.jp/,"Internet of Things (IOT), Ethereum Ecosystem, DePIN, DWF Labs Portfolio, Coinbase 50 Index",48419999999.3058,50000000000.0,50000000000.0
virtual-protocol,Virtuals Protocol,VIRTUAL,138,ethereum,ethereum,https://www.virtuals.io/,"Artificial Intelligence (AI), Solana Ecosystem, Ethereum Ecosystem, Base Ecosystem, AI Agents, Virtuals Protocol Ecosystem, AI Agent Launchpad, Binance Alpha Spotlight",655470582.2113138,1000000000.0,1000000000.0
gala,GALA,GALA,139,ethereum,ethereum,https://gala.com/,"Smart Contract Platform, Gaming (GameFi), NFT, Layer 1 (L1), Play To Earn, Ethereum Ecosystem, DWF Labs Portfolio, Gaming Platform, YZi Labs (Prev. Binance Labs) Portfolio, GalaChain Ecosystem, Made in USA",45656939923.43656,45656939923.43656,50000000000.0
ether-fi-staked-eth,ether.fi Staked ETH,EETH,140,ethereum,ethereum,https://www.ether.fi/,"Liquid Staking Tokens, Ethereum Ecosystem, Restaking, Liquid Restaking Tokens, Ether.fi Ecosystem, Liquid Staked ETH, Liquid Staking",175672.2186907605,2965648.846293635,
mantle-restaked-eth,Mantle Restaked ETH,CMETH,141,ethereum,ethereum,https://www.mantle.xyz/meth,"Ethereum Ecosystem, Mantle Ecosystem, Restaking, Liquid Restaking Tokens, Liquid Restaked ETH",151666.386666515,151666.386666515,
the-sandbox,The Sandbox,SAND,142,ethereum,ethereum,https://www.sandbox.game/en/,"Gaming (GameFi), NFT, Metaverse, Polygon Ecosystem, Play To Earn, Harmony Ecosystem, Ethereum Ecosystem, Animoca Brands Portfolio, Alleged SEC Securities, Binance Launchpad, Gaming Utility Token, Simulation Games, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, Coinbase 50 Index",2445857126.2233224,3000000000.0,3000000000.0
pyth-network,Pyth Network,PYTH,143,solana,solana,https://pyth.network/,"Business Services, Infrastructure, Decentralized Finance (DeFi), Oracle, Solana Ecosystem, Neon Ecosystem, Manta Network Ecosystem, Multicoin Capital Portfolio, GMCI DeFi Index, Delphi Ventures Portfolio, GMCI Index",5749984935.485718,10000000000.0,10000000000.0
ousg,OUSG,OUSG,144,ethereum,ethereum,https://ondo.finance/,"Tokenized Assets, Solana Ecosystem, Polygon Ecosystem, Ethereum Ecosystem, Real World Assets (RWA), Tokenized Treasury Bonds (T-Bonds)",6234498.681733564,6234498.681733564,
tbtc,tBTC,TBTC,146,ethereum,ethereum,https://threshold.network/,"Crypto-Backed Tokens, Decentralized Finance (DeFi), Tokenized BTC, Solana Ecosystem, Polygon Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Optimism Ecosystem, Sui Ecosystem, Base Ecosystem, Starknet Ecosystem, Hydration Ecosystem",5869.93404752,5869.93404752,
memecore,MemeCore,M,145,,native,https://memecore.com/,"Smart Contract Platform, BNB Chain Ecosystem, Layer 1 (L1), Meme, Binance Alpha Spotlight, MemeCore Ecosystem",1668496310.36484,5268480866.853317,10000000000.0
stader-ethx,Stader ETHx,ETHX,147,ethereum,ethereum,https://staderlabs.com/,"Liquid Staking Tokens, Ethereum Ecosystem, Liquid Staking",145072.5142732334,145072.5142732334,
usdx-money-usdx,Stables Labs USDX,USDX,148,binance-smart-chain,binance-smart-chain,http://stableslabs.com,"Stablecoins, USD Stablecoin, BNB Chain Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Fiat-backed Stablecoin",678333652.351196,678333652.351596,
ondo-us-dollar-yield,Ondo US Dollar Yield,USDY,151,ethereum,ethereum,https://ondo.finance/,"Solana Ecosystem, Arbitrum Ecosystem, Ethereum Ecosystem, Aptos Ecosystem, Sui Ecosystem, Mantle Ecosystem, Osmosis Ecosystem, Fiat-backed Stablecoin, Mantra Ecosystem, Yield-Bearing Stablecoin, US Treasury-backed Stablecoin, Yield-Bearing",627771535.7680209,627916183.334706,
bittorrent,BitTorrent,BTT,149,tron,tron,https://www.bittorrent.com/btt/,"Storage, BNB Chain Ecosystem, Ethereum Ecosystem, DePIN, Alleged SEC Securities, Binance Launchpad, Tron Ecosystem, Energi Ecosystem, YZi Labs (Prev. Binance Labs) Portfolio, BitTorrent Ecosystem, GMCI DePIN Index, GMCI Index",986061142857000.0,990000000000000.0,990000000000000.0
ripple-usd,Ripple USD,RLUSD,150,xrp,xrp,https://ripple.com/solutions/stablecoin/,"Stablecoins, USD Stablecoin, Ethereum Ecosystem, XRP Ledger Ecosystem, Fiat-backed Stablecoin, Made in USA",666743503.84,666743503.84,
vision-3,Vision,VSN,153,ethereum,ethereum,https://vision.now/,"Decentralized Finance (DeFi), Arbitrum Ecosystem, Ethereum Ecosystem, CeFi",3239620006.869047,4200000000.0,4200000000.0
arbitrum-bridged-weth-arbitrum-one,Arbitrum Bridged WETH (Arbitrum One),WETH,152,arbitrum-one,arbitrum-one,https://arbitrum.io/,"Arbitrum Ecosystem, Bridged WETH, Bridged-Tokens",147838.1546638465,147838.1546638465,
jito-governance-token,Jito,JTO,154,solana,solana,https://www.jito.network/,"Decentralized Finance (DeFi), Solana Ecosystem, Liquid Staking Governance Tokens, Multicoin Capital Portfolio, Alameda Research Portfolio, Delphi Ventures Portfolio, Liquid Staking, Made in USA",365987943.4,1000000000.0,
